escalate_to,thresh,calib_acc,acc,mJ_per_query,median,p95,max,escalated_pct,RR
s3,0.59,0.82375,0.8096330275229358,326.4077224503088,298.8721004397667,298.8721004397667,1799.5635000143154,1.834862385321101,1.0593204369528681
s3,0.6,0.82375,0.8107798165137615,329.84967520162667,298.8721004397667,298.8721004397667,1799.5635000143154,2.064220183486239,1.058944325929128
s3,0.61,0.825,0.8107798165137615,336.7335807042622,298.8721004397667,298.8721004397667,1799.5635000143154,2.522935779816514,1.058192103881648
s3,0.62,0.82875,0.8119266055045872,338.4545570799211,298.8721004397667,298.8721004397667,1799.5635000143154,2.637614678899083,1.058004048369778
s3,0.63,0.82875,0.8130733944954128,340.17553345558,298.8721004397667,298.8721004397667,1799.5635000143154,2.7522935779816518,1.0578159928579076
s3,0.64,0.83,0.8142201834862385,341.89650983123886,298.8721004397667,298.8721004397667,1799.5635000143154,2.86697247706422,1.0576279373460378
s3,0.65,0.8325,0.8142201834862385,343.6174862068977,298.8721004397667,298.8721004397667,1799.5635000143154,2.981651376146789,1.0574398818341677
s3,0.66,0.83625,0.8176605504587156,352.22236808519216,298.8721004397667,298.8721004397667,1799.5635000143154,3.555045871559633,1.0564996042748174
s3,0.67,0.83625,0.8188073394495413,357.3852972121688,298.8721004397667,298.8721004397667,1799.5635000143154,3.89908256880734,1.0559354377392074
s3,0.68,0.83875,0.8222477064220184,362.54822633914546,298.8721004397667,298.8721004397667,1799.5635000143154,4.2431192660550465,1.0553712712035974
s3,0.69,0.83875,0.8222477064220184,365.99017909046324,298.8721004397667,298.8721004397667,1799.5635000143154,4.472477064220183,1.054995160179857
s3,0.7,0.84,0.823394495412844,369.43213184178103,298.8721004397667,298.8721004397667,1799.5635000143154,4.701834862385321,1.0546190491561171
s3,0.71,0.8425,0.8222477064220184,371.15310821743986,298.8721004397667,298.8721004397667,1799.5635000143154,4.81651376146789,1.054430993644247
s3,0.72,0.8425,0.8222477064220184,374.5950609687577,298.8721004397667,974.1832302482112,1799.5635000143154,5.045871559633028,1.0540548826205072
s3,0.73,0.8425,0.8222477064220184,374.5950609687577,298.8721004397667,974.1832302482112,1799.5635000143154,5.045871559633028,1.0540548826205072
s3,0.74,0.84125,0.823394495412844,376.31603734441654,298.8721004397667,1799.5635000143154,1799.5635000143154,5.160550458715597,1.0538668271086369
s3,0.75,0.84125,0.823394495412844,378.03701372007544,298.8721004397667,1799.5635000143154,1799.5635000143154,5.275229357798166,1.0536787715967668
s3,0.76,0.84375,0.823394495412844,381.4789664713932,298.8721004397667,1799.5635000143154,1799.5635000143154,5.5045871559633035,1.053302660573027
s3,0.77,0.84375,0.8222477064220184,384.92091922271095,298.8721004397667,1799.5635000143154,1799.5635000143154,5.73394495412844,1.052926549549287
s3,0.78,0.845,0.823394495412844,390.0838483496876,298.8721004397667,1799.5635000143154,1799.5635000143154,6.077981651376147,1.0523623830136766
s3,0.79,0.8475,0.823394495412844,393.5258011010054,298.8721004397667,1799.5635000143154,1799.5635000143154,6.307339449541284,1.0519862719899367
s3,0.8,0.8475,0.823394495412844,402.1306829792999,298.8721004397667,1799.5635000143154,1799.5635000143154,6.8807339449541285,1.0510459944305863
s3,0.81,0.84875,0.8256880733944955,409.0145884819354,298.8721004397667,1799.5635000143154,1799.5635000143154,7.339449541284404,1.0502937723831063
s3,0.82,0.84875,0.8256880733944955,410.7355648575943,298.8721004397667,1799.5635000143154,1799.5635000143154,7.454128440366972,1.0501057168712362
s3,0.83,0.84875,0.8268348623853211,415.89849398457096,298.8721004397667,1799.5635000143154,1799.5635000143154,7.79816513761468,1.049541550335626
s3,0.84,0.8525,0.8314220183486238,426.2243522385243,298.8721004397667,1799.5635000143154,1799.5635000143154,8.486238532110093,1.0484132172644058
s3,0.85,0.855,0.8314220183486238,433.1082577411598,298.8721004397667,1799.5635000143154,1799.5635000143154,8.944954128440367,1.0476609952169258
s3,0.86,0.85375,0.8291284403669725,441.71313961945424,298.8721004397667,1799.5635000143154,1799.5635000143154,9.51834862385321,1.0467207176575757
s3,0.87,0.855,0.8291284403669725,452.0389978734076,298.8721004397667,1799.5635000143154,1799.5635000143154,10.206422018348624,1.0455923845863553
s3,0.88,0.85375,0.8302752293577982,462.3648561273609,298.8721004397667,1799.5635000143154,1799.5635000143154,10.894495412844037,1.044464051515135
s3,0.89,0.855,0.8314220183486238,470.96973800565524,298.8721004397667,1799.5635000143154,1799.5635000143154,11.46788990825688,1.043523773955785
s3,0.9,0.8575,0.8337155963302753,477.8536435082909,298.8721004397667,1799.5635000143154,1799.5635000143154,11.926605504587156,1.0427715519083047
s3,0.91,0.85875,0.8348623853211009,500.22633639185636,298.8721004397667,1799.5635000143154,1799.5635000143154,13.417431192660551,1.0403268302539943
s3,0.92,0.8625,0.8371559633027523,524.3200056510808,298.8721004397667,1799.5635000143154,1799.5635000143154,15.022935779816512,1.0376940530878138
s3,0.93,0.86625,0.8428899082568807,546.6926985346463,298.8721004397667,1799.5635000143154,1799.5635000143154,16.51376146788991,1.0352493314335032
s3,0.94,0.865,0.8474770642201835,557.0185567885997,298.8721004397667,1799.5635000143154,1799.5635000143154,17.201834862385322,1.034120998362283
s3,0.95,0.86375,0.8543577981651376,600.0429661800719,298.8721004397667,1799.5635000143154,1799.5635000143154,20.068807339449542,1.029419610565532
s3,0.96,0.86875,0.8577981651376146,649.9512810741795,298.8721004397667,1799.5635000143154,1799.5635000143154,23.394495412844037,1.023966000721301
s3,0.97,0.88,0.8646788990825688,706.7435014709228,298.8721004397667,1799.5635000143154,1799.5635000143154,27.178899082568808,1.0177601688295896
s3,0.98,0.88125,0.8795871559633027,801.3972021321616,298.8721004397667,1799.5635000143154,1799.5635000143154,33.48623853211009,1.0074171156767378
s3,0.99,0.88875,0.8830275229357798,1069.8695167349479,1799.5635000143154,1799.5635000143154,1799.5635000143154,51.37614678899083,0.9780804558250118
s3,1.0,0.89375,0.8853211009174312,1799.5635000143154,1799.5635000143154,1799.5635000143154,1799.5635000143154,100.0,0.8983449187921159
s4,0.5,0.8175,0.8084862385321101,298.8721004397667,298.8721004397667,298.8721004397667,298.8721004397667,0.0,1.0623293251427888
s4,0.51,0.81875,0.8084862385321101,298.8721004397667,298.8721004397667,298.8721004397667,298.8721004397667,0.0,1.0623293251427888
s4,0.52,0.81875,0.8096330275229358,308.90291629010454,298.8721004397667,298.8721004397667,3214.4959076046434,0.34403669724770647,1.0612332321133378
s4,0.53,0.82125,0.8107798165137615,315.5901268569965,298.8721004397667,298.8721004397667,3214.4959076046434,0.573394495412844,1.0605025034270372
s4,0.54,0.8225,0.8107798165137615,322.2773374238884,298.8721004397667,298.8721004397667,3214.4959076046434,0.8027522935779817,1.0597717747407365
s4,0.55,0.8225,0.8107798165137615,322.2773374238884,298.8721004397667,298.8721004397667,3214.4959076046434,0.8027522935779817,1.0597717747407365
s4,0.56,0.82375,0.8096330275229358,335.6517585576722,298.8721004397667,298.8721004397667,3214.4959076046434,1.261467889908257,1.0583103173681354
s4,0.57,0.82375,0.8096330275229358,342.3389691245642,298.8721004397667,298.8721004397667,3214.4959076046434,1.4908256880733946,1.0575795886818347
s4,0.58,0.82375,0.8107798165137615,349.0261796914561,298.8721004397667,298.8721004397667,3214.4959076046434,1.7201834862385321,1.0568488599955341
s4,0.59,0.82625,0.8119266055045872,352.369784974902,298.8721004397667,298.8721004397667,3214.4959076046434,1.834862385321101,1.056483495652384
s4,0.6,0.82625,0.8130733944954128,359.056995541794,298.8721004397667,298.8721004397667,3214.4959076046434,2.064220183486239,1.0557527669660831
s4,0.61,0.8275,0.8130733944954128,372.4314166755778,298.8721004397667,298.8721004397667,3214.4959076046434,2.522935779816514,1.054291309593482
s4,0.62,0.83125,0.8142201834862385,375.7750219590238,298.8721004397667,298.8721004397667,3214.4959076046434,2.637614678899083,1.0539259452503318
s4,0.63,0.8325,0.8153669724770642,379.11862724246976,298.8721004397667,298.8721004397667,3214.4959076046434,2.7522935779816518,1.0535605809071813
s4,0.64,0.83375,0.8165137614678899,382.4622325259157,298.8721004397667,298.8721004397667,3214.4959076046434,2.86697247706422,1.0531952165640313
s4,0.65,0.83625,0.8165137614678899,385.8058378093616,298.8721004397667,298.8721004397667,3214.4959076046434,2.981651376146789,1.0528298522208808
s4,0.66,0.8375,0.819954128440367,402.52386422659146,298.8721004397667,298.8721004397667,3214.4959076046434,3.555045871559633,1.0510030305051294
s4,0.67,0.8375,0.8211009174311926,412.5546800769293,298.8721004397667,298.8721004397667,3214.4959076046434,3.89908256880734,1.0499069374756784
s4,0.68,0.84,0.8245412844036697,422.5854959272672,298.8721004397667,298.8721004397667,3214.4959076046434,4.2431192660550465,1.0488108444462276
s4,0.69,0.84125,0.8256880733944955,429.27270649415914,298.8721004397667,298.8721004397667,3214.4959076046434,4.472477064220183,1.0480801157599269
s4,0.7,0.8425,0.8256880733944955,435.95991706105104,298.8721004397667,298.8721004397667,3214.4959076046434,4.701834862385321,1.0473493870736263
s4,0.71,0.845,0.8256880733944955,439.30352234449697,298.8721004397667,298.8721004397667,3214.4959076046434,4.81651376146789,1.046984022730476
s4,0.72,0.845,0.8268348623853211,445.99073291138893,298.8721004397667,1610.9028136637623,3214.4959076046434,5.045871559633028,1.0462532940441756
s4,0.73,0.84375,0.8268348623853211,445.99073291138893,298.8721004397667,1610.9028136637623,3214.4959076046434,5.045871559633028,1.0462532940441756
s4,0.74,0.8425,0.8279816513761468,449.3343381948349,298.8721004397667,3214.4959076046434,3214.4959076046434,5.160550458715597,1.0458879297010253
s4,0.75,0.8425,0.8279816513761468,452.67794347828084,298.8721004397667,3214.4959076046434,3214.4959076046434,5.275229357798166,1.045522565357875
s4,0.76,0.845,0.8279816513761468,459.36515404517274,298.8721004397667,3214.4959076046434,3214.4959076046434,5.5045871559633035,1.0447918366715743
s4,0.77,0.84625,0.8279816513761468,466.0523646120646,298.8721004397667,3214.4959076046434,3214.4959076046434,5.73394495412844,1.0440611079852737
s4,0.78,0.8475,0.8291284403669725,476.0831804624025,298.8721004397667,3214.4959076046434,3214.4959076046434,6.077981651376147,1.042965014955823
s4,0.79,0.85,0.8291284403669725,482.7703910292944,298.8721004397667,3214.4959076046434,3214.4959076046434,6.307339449541284,1.0422342862695222
s4,0.8,0.85,0.8302752293577982,499.48841744652424,298.8721004397667,3214.4959076046434,3214.4959076046434,6.8807339449541285,1.0404074645537706
s4,0.81,0.85125,0.8325688073394495,512.8628385803081,298.8721004397667,3214.4959076046434,3214.4959076046434,7.339449541284404,1.0389460071811696
s4,0.82,0.85125,0.8325688073394495,516.2064438637541,298.8721004397667,3214.4959076046434,3214.4959076046434,7.454128440366972,1.038580642838019
s4,0.83,0.85125,0.8325688073394495,526.2372597140919,298.8721004397667,3214.4959076046434,3214.4959076046434,7.79816513761468,1.0374845498085683
s4,0.84,0.85375,0.8371559633027523,546.2988914147677,298.8721004397667,3214.4959076046434,3214.4959076046434,8.486238532110093,1.0352923637496665
s4,0.85,0.85625,0.8371559633027523,559.6733125485516,298.8721004397667,3214.4959076046434,3214.4959076046434,8.944954128440367,1.0338309063770654
s4,0.86,0.85625,0.8360091743119266,576.3913389657813,298.8721004397667,3214.4959076046434,3214.4959076046434,9.51834862385321,1.0320040846613139
s4,0.87,0.85625,0.8371559633027523,596.4529706664571,298.8721004397667,3214.4959076046434,3214.4959076046434,10.206422018348624,1.029811898602412
s4,0.88,0.855,0.8394495412844036,616.5146023671329,298.8721004397667,3214.4959076046434,3214.4959076046434,10.894495412844037,1.0276197125435103
s4,0.89,0.8575,0.8405963302752294,633.2326287843625,298.8721004397667,3214.4959076046434,3214.4959076046434,11.46788990825688,1.0257928908277587
s4,0.9,0.8575,0.8428899082568807,646.6070499181463,298.8721004397667,3214.4959076046434,3214.4959076046434,11.926605504587156,1.0243314334551576
s4,0.91,0.86,0.8428899082568807,690.0739186029439,298.8721004397667,3214.4959076046434,3214.4959076046434,13.417431192660551,1.0195816969942035
s4,0.92,0.86375,0.8486238532110092,736.8843925711874,298.8721004397667,3214.4959076046434,3214.4959076046434,15.022935779816512,1.0144665961900994
s4,0.93,0.86875,0.8532110091743119,780.3512612559848,298.8721004397667,3214.4959076046434,3214.4959076046434,16.51376146788991,1.0097168597291455
s4,0.94,0.86875,0.8577981651376146,800.4128929566606,298.8721004397667,3214.4959076046434,3214.4959076046434,17.201834862385322,1.0075246736702437
s4,0.95,0.87,0.8658256880733946,884.0030250428094,298.8721004397667,3214.4959076046434,3214.4959076046434,20.068807339449542,0.9983905650914863
s4,0.96,0.875,0.8727064220183486,980.9675782627424,298.8721004397667,3214.4959076046434,3214.4959076046434,23.394495412844037,0.9877949991401276
s4,0.97,0.88625,0.8807339449541285,1091.3065526164592,298.8721004397667,3214.4959076046434,3214.4959076046434,27.178899082568808,0.9757379758161676
s4,0.98,0.89125,0.8967889908256881,1275.204843205987,298.8721004397667,3214.4959076046434,3214.4959076046434,33.48623853211009,0.9556429369429011
s4,0.99,0.8975,0.908256880733945,1796.8072674235566,3214.4959076046434,3214.4959076046434,3214.4959076046434,51.37614678899083,0.8986460994114545
s4,1.0,0.90875,0.9139908256880734,3214.4959076046434,3214.4959076046434,3214.4959076046434,3214.4959076046434,100.0,0.7437316179157275
teacher,0.5,0.8175,0.8084862385321101,298.8721004397667,298.8721004397667,298.8721004397667,298.8721004397667,0.0,1.0623293251427888
teacher,0.51,0.82,0.8084862385321101,298.8721004397667,298.8721004397667,298.8721004397667,298.8721004397667,0.0,1.0623293251427888
teacher,0.52,0.82,0.8084862385321101,333.3469921598207,298.8721004397667,298.8721004397667,10319.573960402131,0.34403669724770647,1.058562165116204
teacher,0.53,0.8225,0.8096330275229358,356.3302533065234,298.8721004397667,298.8721004397667,10319.573960402131,0.573394495412844,1.0560507250984807
teacher,0.54,0.82375,0.8107798165137615,379.31351445322605,298.8721004397667,298.8721004397667,10319.573960402131,0.8027522935779817,1.0535392850807574
teacher,0.55,0.82625,0.8107798165137615,379.31351445322605,298.8721004397667,298.8721004397667,10319.573960402131,0.8027522935779817,1.0535392850807574
teacher,0.56,0.8275,0.8107798165137615,425.2800367466314,298.8721004397667,298.8721004397667,10319.573960402131,1.261467889908257,1.0485164050453113
teacher,0.57,0.8275,0.8107798165137615,448.263297893334,298.8721004397667,298.8721004397667,10319.573960402131,1.4908256880733946,1.046004965027588
teacher,0.58,0.8275,0.8119266055045872,471.2465590400367,298.8721004397667,298.8721004397667,10319.573960402131,1.7201834862385321,1.043493525009865
teacher,0.59,0.83,0.8130733944954128,482.7381896133881,298.8721004397667,298.8721004397667,10319.573960402131,1.834862385321101,1.0422378050010033
teacher,0.6,0.83,0.8142201834862385,505.7214507600908,298.8721004397667,298.8721004397667,10319.573960402131,2.064220183486239,1.03972636498328
teacher,0.61,0.83125,0.8153669724770642,551.6879730534961,298.8721004397667,298.8721004397667,10319.573960402131,2.522935779816514,1.0347034849478338
teacher,0.62,0.835,0.8165137614678899,563.1796036268474,298.8721004397667,298.8721004397667,10319.573960402131,2.637614678899083,1.0334477649389722
teacher,0.63,0.83625,0.8176605504587156,574.6712342001987,298.8721004397667,298.8721004397667,10319.573960402131,2.7522935779816518,1.0321920449301105
teacher,0.64,0.8375,0.8188073394495413,586.1628647735502,298.8721004397667,298.8721004397667,10319.573960402131,2.86697247706422,1.0309363249212489
teacher,0.65,0.84,0.8188073394495413,597.6544953469014,298.8721004397667,298.8721004397667,10319.573960402131,2.981651376146789,1.0296806049123874
teacher,0.66,0.84375,0.8222477064220184,655.1126482136581,298.8721004397667,298.8721004397667,10319.573960402131,3.555045871559633,1.0234020048680794
teacher,0.67,0.84375,0.823394495412844,689.5875399337122,298.8721004397667,298.8721004397667,10319.573960402131,3.89908256880734,1.0196348448414947
teacher,0.68,0.84625,0.8268348623853211,724.0624316537661,298.8721004397667,298.8721004397667,10319.573960402131,4.2431192660550465,1.01586768481491
teacher,0.69,0.8475,0.8279816513761468,747.0456928004688,298.8721004397667,298.8721004397667,10319.573960402131,4.472477064220183,1.013356244797187
teacher,0.7,0.84875,0.8291284403669725,770.0289539471714,298.8721004397667,298.8721004397667,10319.573960402131,4.701834862385321,1.0108448047794636
teacher,0.71,0.8525,0.8291284403669725,781.5205845205229,298.8721004397667,298.8721004397667,10319.573960402131,4.81651376146789,1.009589084770602
teacher,0.72,0.8525,0.8302752293577982,804.5038456672254,298.8721004397667,4808.187937422147,10319.573960402131,5.045871559633028,1.0070776447528789
teacher,0.73,0.8525,0.8302752293577982,804.5038456672254,298.8721004397667,4808.187937422147,10319.573960402131,5.045871559633028,1.0070776447528789
teacher,0.74,0.8525,0.8314220183486238,815.9954762405769,298.8721004397667,10319.573960402131,10319.573960402131,5.160550458715597,1.0058219247440172
teacher,0.75,0.8525,0.8314220183486238,827.4871068139282,298.8721004397667,10319.573960402131,10319.573960402131,5.275229357798166,1.0045662047351556
teacher,0.76,0.855,0.8314220183486238,850.4703679606308,298.8721004397667,10319.573960402131,10319.573960402131,5.5045871559633035,1.0020547647174325
teacher,0.77,0.85625,0.8314220183486238,873.4536291073334,298.8721004397667,10319.573960402131,10319.573960402131,5.73394495412844,0.9995433246997093
teacher,0.78,0.8575,0.8325688073394495,907.9285208273875,298.8721004397667,10319.573960402131,10319.573960402131,6.077981651376147,0.9957761646731246
teacher,0.79,0.86,0.8325688073394495,930.9117819740901,298.8721004397667,10319.573960402131,10319.573960402131,6.307339449541284,0.9932647246554014
teacher,0.8,0.86,0.8337155963302753,988.3699348408469,298.8721004397667,10319.573960402131,10319.573960402131,6.8807339449541285,0.9869861246110935
teacher,0.81,0.86125,0.8360091743119266,1034.3364571342522,298.8721004397667,10319.573960402131,10319.573960402131,7.339449541284404,0.9819632445756471
teacher,0.82,0.86125,0.8360091743119266,1045.8280877076036,298.8721004397667,10319.573960402131,10319.573960402131,7.454128440366972,0.9807075245667854
teacher,0.83,0.86125,0.8371559633027523,1080.3029794276574,298.8721004397667,10319.573960402131,10319.573960402131,7.79816513761468,0.9769403645402007
teacher,0.84,0.86625,0.841743119266055,1149.2527628677656,298.8721004397667,10319.573960402131,10319.573960402131,8.486238532110093,0.9694060444870312
teacher,0.85,0.87,0.841743119266055,1195.219285161171,298.8721004397667,10319.573960402131,10319.573960402131,8.944954128440367,0.9643831644515849
teacher,0.86,0.87,0.8405963302752294,1252.6774380279276,298.8721004397667,10319.573960402131,10319.573960402131,9.51834862385321,0.9581045644072769
teacher,0.87,0.87125,0.8428899082568807,1321.6272214680355,298.8721004397667,10319.573960402131,10319.573960402131,10.206422018348624,0.9505702443541074
teacher,0.88,0.87125,0.8451834862385321,1390.5770049081434,298.8721004397667,10319.573960402131,10319.573960402131,10.894495412844037,0.9430359243009379
teacher,0.89,0.87375,0.8474770642201835,1448.0351577749002,298.8721004397667,10319.573960402131,10319.573960402131,11.46788990825688,0.9367573242566299
teacher,0.9,0.87625,0.8497706422018348,1494.0016800683056,298.8721004397667,10319.573960402131,10319.573960402131,11.926605504587156,0.9317344442211836
teacher,0.91,0.87875,0.8509174311926605,1643.3928775218728,298.8721004397667,10319.573960402131,10319.573960402131,13.417431192660551,0.9154100841059829
teacher,0.92,0.8825,0.856651376146789,1804.2757055487918,298.8721004397667,10319.573960402131,10319.573960402131,15.022935779816512,0.8978300039819207
teacher,0.93,0.8875,0.8623853211009175,1953.666903002359,298.8721004397667,10319.573960402131,10319.573960402131,16.51376146788991,0.8815056438667201
