system,mJ,acc,p95,dE,dA
unan(s1+s2+s4)->T,5970.8679009424595,0.9231651376146789,13934.567888274936,40.4146736986656,-1.1467889908256867
3of3(s3+s4+distilbert)->T,6977.969805396271,0.9231651376146789,15987.408174903718,30.364460464823384,-1.1467889908256867
unan(s3+s4+distilbert)->T,6977.969805396271,0.9231651376146789,15987.408174903718,30.364460464823384,-1.1467889908256867
4of4(s1+s2+s3+s4)->T,7678.408650837332,0.9231651376146789,15435.259287849483,23.3745424408209,-1.1467889908256867
unan(s1+s2+s3+s4)->T,7678.408650837332,0.9231651376146789,15435.259287849483,23.3745424408209,-1.1467889908256867
4of4(s1+s3+s4+distilbert)->T,8403.021702024469,0.9231651376146789,16286.280275343484,16.14338177649336,-1.1467889908256867
unan(s1+s3+s4+distilbert)->T,8403.021702024469,0.9231651376146789,16286.280275343484,16.14338177649336,-1.1467889908256867
5of5(s1+s2+s3+s4+distilbert)->T,9274.766281332666,0.9231651376146789,16985.650396051413,7.443945434701316,-1.1467889908256867
unan(s1+s2+s3+s4+distilbert)->T,9274.766281332666,0.9231651376146789,16985.650396051413,7.443945434701316,-1.1467889908256867
agree(s1+distilbert)&conf>=0.98->T,5584.043144980877,0.9231651376146789,11869.965068604059,44.27492981013758,-1.1467889908256867
agree(s3+distilbert)&conf>=0.95->T,5475.816558753608,0.9231651376146789,13071.784367738841,45.35495980943022,-1.1467889908256867
2of2(s3+s4)->T,5163.271194007262,0.9220183486238532,14437.01706670179,48.47395655351177,-1.261467889908252
unan(s3+s4)->T,5163.271194007262,0.9220183486238532,14437.01706670179,48.47395655351177,-1.261467889908252
3of3(s1+s3+s4)->T,6772.189179809082,0.9220183486238532,14735.889167141557,32.41801547986064,-1.261467889908252
unan(s1+s3+s4)->T,6772.189179809082,0.9220183486238532,14735.889167141557,32.41801547986064,-1.261467889908252
3of3(s2+s4+distilbert)->T,6647.805380037054,0.9220183486238532,15186.086896037097,33.659283821243015,-1.261467889908252
unan(s2+s4+distilbert)->T,6647.805380037054,0.9220183486238532,15186.086896037097,33.659283821243015,-1.261467889908252
4of4(s1+s2+s4+distilbert)->T,7613.192053731199,0.9220183486238532,15484.958996476864,24.025361096215747,-1.261467889908252
unan(s1+s2+s4+distilbert)->T,7613.192053731199,0.9220183486238532,15484.958996476864,24.025361096215747,-1.261467889908252
agree(s1+s4)&conf>=0.9->T,5627.738328008423,0.9220183486238532,13235.197767567008,43.838880682659486,-1.261467889908252
agree(s2+distilbert)&conf>=0.98->T,5927.083012382282,0.9220183486238532,12270.46308887222,40.85161802823517,-1.261467889908252
agree(s3+distilbert)&conf>=0.98->T,6659.454507808796,0.9220183486238532,13071.784367738841,33.54303320392562,-1.261467889908252
agree(s4+distilbert)&conf>=0.9->T,6074.84319563599,0.9220183486238532,14486.716775329169,39.377068786888294,-1.261467889908252
agree(s1+s3)&conf>=0.98->T,5534.343436353498,0.9208715596330275,11820.26535997668,44.770900145568405,-1.3761467889908285
agree(s4+distilbert)&conf>=0.98->T,8005.4371319590155,0.9208715596330275,14486.716775329169,20.111013741016713,-1.3761467889908285
2of2(s1+s4)->T,4938.2404936073435,0.9197247706422018,13235.197767567008,50.71961462761361,-1.4908256880733939
unan(s1+s4)->T,4938.2404936073435,0.9197247706422018,13235.197767567008,50.71961462761361,-1.4908256880733939
2of2(s2+s4)->T,4902.056552088154,0.9197247706422018,13635.69578783517,51.08070651543599,-1.4908256880733939
unan(s2+s4)->T,4902.056552088154,0.9197247706422018,13635.69578783517,51.08070651543599,-1.4908256880733939
3of3(s1+s4+distilbert)->T,6661.00606040954,0.9197247706422018,14785.588875768935,33.52754973158579,-1.4908256880733939
unan(s1+s4+distilbert)->T,6661.00606040954,0.9197247706422018,14785.588875768935,33.52754973158579,-1.4908256880733939
2of2(s4+distilbert)->T,5075.071335754424,0.9185779816513762,14486.716775329169,49.35413300707177,-1.6055045871559592
unan(s4+distilbert)->T,5075.071335754424,0.9185779816513762,14486.716775329169,49.35413300707177,-1.6055045871559592
agree(s1+distilbert)&conf>=0.95->T,4607.254546246014,0.9185779816513762,11869.965068604059,54.02263623215592,-1.6055045871559592
agree(s2+s3)&conf>=0.98->T,5854.400042608201,0.9185779816513762,12220.76338024484,41.57694616183113,-1.6055045871559592
agree(s2+distilbert)&conf>=0.95->T,4823.886477340554,0.9185779816513762,12270.46308887222,51.86079234016178,-1.6055045871559592
agree(s3+distilbert)&conf>=0.9->T,4740.352202059123,0.9185779816513762,13071.784367738841,52.69440935071461,-1.6055045871559592
agree(s1+s3)&conf>=0.95->T,4580.538098765339,0.9174311926605505,11820.26535997668,54.289248769421604,-1.7201834862385246
agree(s2+s3)&conf>=0.95->T,4797.170029859878,0.9174311926605505,12220.76338024484,52.127404877427466,-1.7201834862385246
3of3(s1+s3+distilbert)->T,5234.582022245862,0.9162844036697247,13370.656468178608,47.762321488072665,-1.834862385321101
unan(s1+s3+distilbert)->T,5234.582022245862,0.9162844036697247,13370.656468178608,47.762321488072665,-1.834862385321101
4of4(s1+s2+s3+distilbert)->T,6140.801493274113,0.9162844036697247,14070.026588886536,38.71884844903292,-1.834862385321101
unan(s1+s2+s3+distilbert)->T,6140.801493274113,0.9162844036697247,14070.026588886536,38.71884844903292,-1.834862385321101
4of5(s1+s2+s3+s4+distilbert)->T,8022.1785488373735,0.9162844036697247,16985.650396051413,19.943945434701284,-1.834862385321101
3of3(s2+s3+distilbert)->T,5140.939927859916,0.9151376146788991,13771.15448844677,48.69680787130789,-1.9495412844036664
unan(s2+s3+distilbert)->T,5140.939927859916,0.9151376146788991,13771.15448844677,48.69680787130789,-1.9495412844036664
agree(s2+distilbert)&conf>=0.9->T,4180.35516523288,0.9128440366972477,12270.46308887222,58.282810688785624,-2.178899082568808
3of4(s1+s3+s4+distilbert)->T,6702.260377168472,0.911697247706422,6265.57841538112,33.11585884071354,-2.2935779816513735
3of4(s2+s3+s4+distilbert)->T,7125.741658583337,0.911697247706422,6666.076435649281,28.889794765233145,-2.2935779816513735
agree(s1+s2)&conf>=0.98->T,4526.172807166555,0.911697247706422,11018.94408111006,54.83177854785958,-2.2935779816513735
agree(s1+s3)&conf>=0.9->T,4063.4147229645287,0.911697247706422,11820.26535997668,59.4497992281372,-2.2935779816513735
agree(s2+s3)&conf>=0.9->T,4142.147087178852,0.911697247706422,12220.76338024484,58.66410212513389,-2.2935779816513735
2of2(s3+distilbert)->T,3717.5970810308527,0.9105504587155964,13071.784367738841,62.90083136906326,-2.408256880733939
unan(s3+distilbert)->T,3717.5970810308527,0.9105504587155964,13071.784367738841,62.90083136906326,-2.408256880733939
3of3(s1+s2+s3)->T,4395.052665325215,0.908256880733945,12519.635480684608,56.140271143225874,-2.6376146788990806
unan(s1+s2+s3)->T,4395.052665325215,0.908256880733945,12519.635480684608,56.140271143225874,-2.6376146788990806
3of3(s1+s2+distilbert)->T,4364.310959939133,0.908256880733945,12569.335189311987,56.44705310137304,-2.6376146788990806
unan(s1+s2+distilbert)->T,4364.310959939133,0.908256880733945,12569.335189311987,56.44705310137304,-2.6376146788990806
3of4(s1+s2+s3+s4)->T,6173.005045728309,0.908256880733945,15435.259287849483,38.3974782206374,-2.6376146788990806
agree(s1+distilbert)&conf>=0.9->T,4009.689756431745,0.908256880733945,11869.965068604059,59.9859389844495,-2.6376146788990806
2of2(s1+s3)->T,3442.8666720035562,0.9071100917431193,11820.26535997668,65.64245977859592,-2.752293577981646
unan(s1+s3)->T,3442.8666720035562,0.9071100917431193,11820.26535997668,65.64245977859592,-2.752293577981646
3of4(s1+s2+s4+distilbert)->T,6268.671276649092,0.9071100917431193,15484.958996476864,37.442792288876305,-2.752293577981646
1of3(s1+s3+s4)->T,4715.187307179192,0.9048165137614679,4715.187307179192,52.94553841564047,-2.9816513761467878
2of3(s1+s3+s4)->T,4715.187307179192,0.9048165137614679,4715.187307179192,52.94553841564047,-2.9816513761467878
1of3(s3+s4+distilbert)->T,5966.706314941353,0.9048165137614679,5966.706314941353,40.45620358408944,-2.9816513761467878
2of3(s3+s4+distilbert)->T,5966.706314941353,0.9048165137614679,5966.706314941353,40.45620358408944,-2.9816513761467878
2of2(s1+distilbert)->T,3308.700291457313,0.9036697247706422,11869.965068604059,66.9813518284862,-3.096330275229353
unan(s1+distilbert)->T,3308.700291457313,0.9036697247706422,11869.965068604059,66.9813518284862,-3.096330275229353
2of2(s2+distilbert)->T,3318.482872231529,0.9036697247706422,12270.46308887222,66.88372811997829,-3.096330275229353
unan(s2+distilbert)->T,3318.482872231529,0.9036697247706422,12270.46308887222,66.88372811997829,-3.096330275229353
1of3(s1+s4+distilbert)->T,4764.88701580657,0.9025229357798165,4764.887015806571,52.449568080209644,-3.2110091743119296
2of3(s1+s4+distilbert)->T,4764.88701580657,0.9025229357798165,4764.887015806571,52.449568080209644,-3.2110091743119296
2of2(s2+s3)->T,3245.799902457448,0.9013761467889908,12220.76338024484,67.60905625357425,-3.325688073394495
unan(s2+s3)->T,3245.799902457448,0.9013761467889908,12220.76338024484,67.60905625357425,-3.325688073394495
3of4(s1+s2+s3+distilbert)->T,4761.805824471952,0.8990825688073395,14070.026588886536,52.48031633894119,-3.5550458715596256
agree(s1+s2)&conf>=0.95->T,3468.942794418232,0.8990825688073395,11018.94408111006,65.3822372634559,-3.5550458715596256
1of3(s2+s4+distilbert)->T,5165.385036074732,0.8979357798165137,5165.385036074732,48.4528618028944,-3.669724770642202
2of3(s2+s4+distilbert)->T,5165.385036074732,0.8979357798165137,5165.385036074732,48.4528618028944,-3.669724770642202
1of3(s2+s3+s4)->T,5115.685327447354,0.8944954128440367,5115.685327447353,48.948832138325216,-4.013761467889909
2of3(s2+s3+s4)->T,5115.685327447354,0.8944954128440367,5115.685327447353,48.948832138325216,-4.013761467889909
1of5(s1+s2+s3+s4+distilbert)->T,6964.94853608905,0.8944954128440367,6964.948536089048,30.494404150297616,-4.013761467889909
2of5(s1+s2+s3+s4+distilbert)->T,6964.94853608905,0.8944954128440367,6964.948536089048,30.494404150297616,-4.013761467889909
3of5(s1+s2+s3+s4+distilbert)->T,6964.94853608905,0.8944954128440367,6964.948536089048,30.494404150297616,-4.013761467889909
1of3(s1+s3+distilbert)->T,3349.954608216242,0.8887614678899083,3349.954608216243,66.56966093761396,-4.587155963302747
2of3(s1+s3+distilbert)->T,3349.954608216242,0.8887614678899083,3349.954608216243,66.56966093761396,-4.587155963302747
agree(s1+s2)&conf>=0.9->T,2859.8863740306115,0.8876146788990825,11018.94408111006,71.46021891483205,-4.701834862385324
1of3(s2+s3+distilbert)->T,3750.4526284844037,0.8853211009174312,3750.452628484404,62.57295466029872,-4.931192660550455
2of3(s2+s3+distilbert)->T,3750.4526284844037,0.8853211009174312,3750.452628484404,62.57295466029872,-4.931192660550455
1of4(s1+s3+s4+distilbert)->T,6265.578415381121,0.8784403669724771,6265.57841538112,37.47365700585116,-5.619266055045868
2of4(s1+s3+s4+distilbert)->T,6265.578415381121,0.8784403669724771,6265.57841538112,37.47365700585116,-5.619266055045868
1of2(s4+distilbert)->T,4466.0149153668035,0.8727064220183486,4466.014915366804,55.432114658447915,-6.192660550458717
1of4(s2+s3+s4+distilbert)->T,6666.076435649283,0.8727064220183486,6666.076435649281,33.476950728535904,-6.192660550458717
2of4(s2+s3+s4+distilbert)->T,6666.076435649283,0.8727064220183486,6666.076435649281,33.476950728535904,-6.192660550458717
2of2(s1+s2)->T,2101.438756189423,0.8669724770642202,11018.94408111006,79.0290262542816,-6.766055045871555
unan(s1+s2)->T,2101.438756189423,0.8669724770642202,11018.94408111006,79.0290262542816,-6.766055045871555
1of2(s3+s4)->T,4416.315206739426,0.8623853211009175,4416.315206739426,55.928084993878734,-7.224770642201827
1of3(s1+s2+s4)->T,3913.8660283125714,0.8600917431192661,3913.8660283125714,60.94219663444541,-7.454128440366969
2of3(s1+s2+s4)->T,3913.8660283125714,0.8600917431192661,3913.8660283125714,60.94219663444541,-7.454128440366969
1of3(s1+s2+s3)->T,2498.9336207222436,0.8589449541284404,2498.9336207222436,75.06228949184973,-7.568807339449535
2of3(s1+s2+s3)->T,2498.9336207222436,0.8589449541284404,2498.9336207222436,75.06228949184973,-7.568807339449535
1of3(s1+s2+distilbert)->T,2548.633329349622,0.8577981651376146,2548.6333293496223,74.56631915641891,-7.683486238532112
2of3(s1+s2+distilbert)->T,2548.633329349622,0.8577981651376146,2548.6333293496223,74.56631915641891,-7.683486238532112
1of2(s3+distilbert)->T,3051.0825077764757,0.8555045871559633,3051.082507776476,69.55220751585223,-7.912844036697242
1of4(s1+s2+s3+s4)->T,5414.557427887119,0.841743119266055,5414.55742788712,45.96628556008696,-9.28899082568807
2of4(s1+s2+s3+s4)->T,5414.557427887119,0.841743119266055,5414.55742788712,45.96628556008696,-9.28899082568807
1of4(s1+s2+s4+distilbert)->T,5464.257136514499,0.8394495412844036,5464.257136514499,45.47031522465612,-9.518348623853212
2of4(s1+s2+s4+distilbert)->T,5464.257136514499,0.8394495412844036,5464.257136514499,45.47031522465612,-9.518348623853212
1of4(s1+s2+s3+distilbert)->T,4049.3247289241704,0.8371559633027523,4049.324728924171,59.59040808206044,-9.747706422018343
2of4(s1+s2+s3+distilbert)->T,4049.3247289241704,0.8371559633027523,4049.324728924171,59.59040808206044,-9.747706422018343
1of2(s2+s4)->T,3614.9939278728043,0.8130733944954128,3614.9939278728048,63.92474321268369,-12.155963302752292
1of2(s2+distilbert)->T,2249.7612289098547,0.8130733944954128,2249.761228909855,77.54886573465718,-12.155963302752292
1of2(s2+s3)->T,2200.061520282477,0.8107798165137615,2200.0615202824765,78.04483607008801,-12.385321100917423
1of2(s1+distilbert)->T,1849.2632086416936,0.7775229357798165,1849.263208641694,81.54557201197244,-15.71100917431193
1of2(s1+s4)->T,3214.4959076046434,0.7752293577981652,3214.4959076046434,67.92144948999893,-15.94036697247706
1of2(s1+s2)->T,998.242221147695,0.7694954128440367,998.2422211476946,90.0382005662082,-16.51376146788991
1of2(s1+s3)->T,1799.5635000143154,0.7649082568807339,1799.5635000143154,82.04154234740327,-16.972477064220183
