router,gamma,system,mJ_per_query,acc,RR,router_mJ,routing_acc,dist
linear,0.88,AMSD-C (linear),2382.167914916626,0.8325688073394495,0.8346822369495186,5.802280138952921,0.4208715596330275,"{""s1"": 433, ""s2"": 150, ""s3"": 90, ""s4"": 41, ""teacher"": 158}"
linear,0.89,AMSD-C (linear),2468.835286032056,0.8371559633027523,0.8252118705528254,5.802280138952921,0.3761467889908257,"{""s1"": 389, ""s2"": 173, ""s3"": 97, ""s4"": 52, ""teacher"": 161}"
linear,0.9,AMSD-C (linear),2548.5209578827703,0.8394495412844036,0.8165044123793472,5.802280138952921,0.35091743119266056,"{""s1"": 362, ""s2"": 171, ""s3"": 111, ""s4"": 65, ""teacher"": 163}"
linear,0.91,AMSD-C (linear),2725.8471374949013,0.8463302752293578,0.797127524964405,5.802280138952921,0.31995412844036697,"{""s1"": 319, ""s2"": 170, ""s3"": 128, ""s4"": 83, ""teacher"": 172}"
linear,0.92,AMSD-C (linear),3137.1752803628774,0.8704128440366973,0.7521806415860818,5.802280138952921,0.25573394495412843,"{""s1"": 235, ""s2"": 169, ""s3"": 167, ""s4"": 102, ""teacher"": 199}"
linear,0.93,AMSD-C (linear),3657.414966312047,0.875,0.6953327139677713,5.802280138952921,0.24426605504587157,"{""s1"": 221, ""s2"": 152, ""s3"": 155, ""s4"": 94, ""teacher"": 250}"
linear,0.94,AMSD-C (linear),3798.346600074887,0.875,0.6799327521200645,5.802280138952921,0.31880733944954126,"{""s1"": 304, ""s2"": 85, ""s3"": 115, ""s4"": 99, ""teacher"": 269}"
linear,0.95,AMSD-C (linear),4837.553205040505,0.8841743119266054,0.5663759753974832,5.802280138952921,0.16399082568807338,"{""s1"": 137, ""s2"": 172, ""s3"": 84, ""s4"": 123, ""teacher"": 356}"
linear,0.96,AMSD-C (linear),5180.914557264902,0.8876146788990825,0.5288559979229372,5.802280138952921,0.14678899082568808,"{""s1"": 123, ""s2"": 165, ""s3"": 85, ""s4"": 108, ""teacher"": 391}"
linear,0.97,AMSD-C (linear),6521.130965201701,0.8967889908256881,0.3824071063658496,5.802280138952921,0.14908256880733944,"{""s1"": 123, ""s2"": 98, ""s3"": 67, ""s4"": 53, ""teacher"": 531}"
neural,0.8,AMSD-C (neural),1959.2035424311462,0.8130733944954128,0.8809006410459105,1533.2945004621122,0.7717889908256881,"{""s1"": 835, ""s2"": 4, ""s3"": 14, ""s4"": 13, ""teacher"": 6}"
neural,0.81,AMSD-C (neural),1959.2035424311462,0.8130733944954128,0.8809006410459105,1533.2945004621122,0.7717889908256881,"{""s1"": 835, ""s2"": 4, ""s3"": 14, ""s4"": 13, ""teacher"": 6}"
neural,0.82,AMSD-C (neural),1959.2035424311462,0.8130733944954128,0.8809006410459105,1533.2945004621122,0.7717889908256881,"{""s1"": 835, ""s2"": 4, ""s3"": 14, ""s4"": 13, ""teacher"": 6}"
neural,0.83,AMSD-C (neural),1959.2035424311462,0.8130733944954128,0.8809006410459105,1533.2945004621122,0.7717889908256881,"{""s1"": 835, ""s2"": 4, ""s3"": 14, ""s4"": 13, ""teacher"": 6}"
neural,0.84,AMSD-C (neural),2142.111453903773,0.8165137614678899,0.8609138234442479,1533.2945004621122,0.7305045871559633,"{""s1"": 787, ""s2"": 24, ""s3"": 24, ""s4"": 18, ""teacher"": 19}"
neural,0.85,AMSD-C (neural),2142.111453903773,0.8165137614678899,0.8609138234442479,1533.2945004621122,0.7305045871559633,"{""s1"": 787, ""s2"": 24, ""s3"": 24, ""s4"": 18, ""teacher"": 19}"
neural,0.86,AMSD-C (neural),2142.111453903773,0.8165137614678899,0.8609138234442479,1533.2945004621122,0.7305045871559633,"{""s1"": 787, ""s2"": 24, ""s3"": 24, ""s4"": 18, ""teacher"": 19}"
neural,0.87,AMSD-C (neural),2364.9537754331714,0.819954128440367,0.8365632702151403,1533.2945004621122,0.6720183486238532,"{""s1"": 717, ""s2"": 53, ""s3"": 41, ""s4"": 28, ""teacher"": 33}"
neural,0.88,AMSD-C (neural),2364.9537754331714,0.819954128440367,0.8365632702151403,1533.2945004621122,0.6720183486238532,"{""s1"": 717, ""s2"": 53, ""s3"": 41, ""s4"": 28, ""teacher"": 33}"
neural,0.89,AMSD-C (neural),2502.1867393359357,0.8245412844036697,0.8215674715294691,1533.2945004621122,0.6410550458715596,"{""s1"": 680, ""s2"": 37, ""s3"": 70, ""s4"": 48, ""teacher"": 37}"
neural,0.9,AMSD-C (neural),2502.1867393359357,0.8245412844036697,0.8215674715294691,1533.2945004621122,0.6410550458715596,"{""s1"": 680, ""s2"": 37, ""s3"": 70, ""s4"": 48, ""teacher"": 37}"
neural,0.91,AMSD-C (neural),2695.5248467846873,0.8337155963302753,0.8004409196055129,1533.2945004621122,0.6146788990825688,"{""s1"": 646, ""s2"": 44, ""s3"": 58, ""s4"": 76, ""teacher"": 48}"
neural,0.92,AMSD-C (neural),2889.4229991874804,0.8394495412844036,0.7792531701299853,1533.2945004621122,0.5860091743119266,"{""s1"": 622, ""s2"": 39, ""s3"": 56, ""s4"": 94, ""teacher"": 61}"
neural,0.93,AMSD-C (neural),2959.1863925110124,0.8451834862385321,0.7716299448336911,1533.2945004621122,0.5630733944954128,"{""s1"": 594, ""s2"": 44, ""s3"": 67, ""s4"": 104, ""teacher"": 63}"
neural,0.94,AMSD-C (neural),3414.0479709796314,0.8428899082568807,0.7219260510564275,1533.2945004621122,0.5022935779816514,"{""s1"": 531, ""s2"": 67, ""s3"": 63, ""s4"": 109, ""teacher"": 102}"
neural,0.95,AMSD-C (neural),3848.8279254422287,0.8371559633027523,0.6744165279486556,1533.2945004621122,0.5194954128440367,"{""s1"": 553, ""s2"": 52, ""s3"": 44, ""s4"": 68, ""teacher"": 155}"
neural,0.96,AMSD-C (neural),4012.0810537806497,0.8451834862385321,0.656577439017343,1533.2945004621122,0.4208715596330275,"{""s1"": 441, ""s2"": 90, ""s3"": 91, ""s4"": 95, ""teacher"": 155}"
neural,0.97,AMSD-C (neural),4611.122961090445,0.8463302752293578,0.5911185901312755,1533.2945004621122,0.43119266055045874,"{""s1"": 452, ""s2"": 74, ""s3"": 68, ""s4"": 55, ""teacher"": 223}"
